name;categorie;sous-categorie
VIR FLUX GF3-GFH;CAPEX;Interco
VIR SGC AUXONNE FACTURE;;
PRLV SEPA OLEOR OLEOR;;
VIR DALKIA DALKIA DEVIS;;
VIR OLEOR VIREMENT FACTURE;;
VIR INEO INFRACOM /DEVIS;;
VIR SGC TROYES FAC.;;
VIR SGC LONGWY FACT;;
PRLV SEPA AGESTRA FACTURE;;
VIR VERNOIS TRAITEUR;Fournisseurs;Achat courant
VIR RBT GRAND FRAIS;Fournisseurs;Achat courant
VIR SGC MONTBRISON FAC.;;
VIR SGC MACON FAC;;
VIR ROLAND MONTERRAT MONTERRAT;;
VIR MEDIACO SAVOIE SE;;
FLUX ECLIPSO H - LILLE;CAPEX;Interco
VIR SGC YERRES SE0001728SORTIE;;
VIR FRANCE ENERGIE FACTURE;;
VIR SERHR ORFEA SERHR;;
VIR SGC MONTREUIL FAC.;;
VIR STRIPE ALEXLEGALFR;;
VIR SGC YERRES FAC;;
VIR SOCOTEC ENVIRONNEMENT VRT;;
VIR CSE CHANEL SPEED;CA;Paiement client
VIR CAMFIL SAS FACTURE:;;
VIR SGC SENLIS FAC.;;
VIR COS VIR COMMANDE;;
VIR COSOG ACOMPTE ECLIPSO;;
VIR SGC MERIGNAC FAC.;;
FLUX SP DEV-SP VDE;CAPEX;Interco
VIR INFLUENCE .../EUR;;
VIR INST S.C.I. SHERMAN;CA;Paiement client
VIR CJCOM CJCOM SPEED;;
PRLV SEPA AFDAS -;;
VIR INST CODEURS CODEURS;;
VIR PAPREC FRANCE -;;
VIR SODIREV SA FBA;;
VIR OCCE FORT BOYARD;;
VIR SGC CHAMBERY FACTURE;;
VIR SEMVAL DEVIS;;
VIR SGC VIF FAC.;;
VIR SGC LAVAL FACT;;
PRLV SEPA APELAC SYSTEMPAY;;
VIR ASSOCIATION SAINT-YVES UNIVERSITE;;
VIR SGC MAYENNE FAC;;
VIR TRIMAT FBA ANGERS;;
VIR SGC VERSAILLES FAC;;
VIR SGC SARCELLES FAC.;;
VIR SGC RAMBOUILLET FAC.;;
VIR SGC PALAISEAU FORMULE;;
VIR RANDERATH RESERVATION FORTBOYARD;;
VIR SGC ARPAJON SORTIE;;
VIR REMB TICKET HKPS;Fournisseurs;Achat courant
PRLV SEPA DOLLULE FACTURE;;
VIR REGUL REMBOURSEMENT;Fournisseurs;Achat courant
VIR SGC LILLE FAC.;;
FLUX SP DEV- SP TOURCOING;CAPEX;Interco
PRLV SEPA BUREAU FACTURE;;
VIR FLUX SPD -SPH;CAPEX;Interco
FLUX SPH - GF HOLDING;CAPEX;Interco
FLUX GF3-GFH;CAPEX;Interco
FLUX LE STRIKER-SPH GF;CAPEX;Interco
FLUX TORCY - SPH;CAPEX;Interco
FLUX SP SERVON - SPH;CAPEX;Interco
PRLV SEPA SAN;;
FLUX CHAMBLY FD - SPH;CAPEX;Interco
FLUX ADL - SPH;CAPEX;Interco
FLUX FONTAINE - SPH;CAPEX;Interco
VIR FLUX HENIN - SPH;CAPEX;Interco
VIR SPEED PARK REDEVANCE;;
FLUX GF H - SPH;CAPEX;Interco
VIR EPVE ARRANGEMENT FEES;;
VIR FLUX SPH-HENIN;CAPEX;Interco
FLUX SERVON FD - SPH;CAPEX;Interco
VIR FLUX SPH - ADL;CAPEX;Interco
FLUX CONFLANS - SP H;CAPEX;Interco
FLUX FONTAINE DEV-SPH;CAPEX;Interco
PRLV SEPA SAN REF122144/OTIUM;;
FLUX SP H - CHAMBLY;CAPEX;Interco
VIR LPO VAUCANSON FAC.;;
VIR COMITE FFBSQ SOLDE;;
VIR COMITE FFBSQ ACOMPTE;;
VIR SGC HOUILLES SORTIE;;
VIR COMITE LEMAIRE SORTIE;;
PRLV SEPA RINGOVER RINGOVER;;
VIR SGC HOUILLES FAC.;;
VIR SILLIKER S.A.S SILLIKER;;
VIR EL NIDO FETE;;
VIR SGC POISSY TICKETS;;
VIR SGC DRANCY FAC;;
VIR A2BCD FACTURE;;
Revenue Brinks;CA;Paiement client
Remise cheque;CA;Paiement client
Versement;CA;Paiement client
Versement différé;CA;Paiement client
CSE IMMOBILIERE3F DEVIS;CA;Paiement client
CSE SAFRAN ENGINEERING SERVICES;CA;Paiement client
CSE CAF AISNE CLIENT;CA;Paiement client
CSE ACOSS DEVIS;CA;Paiement client
CSE GROUPE PILOTE DEVIS ND;CA;Paiement client
CSE ENFINITEC;CA;Paiement client
CSE EVOLIS;CA;Paiement client
CSE SCANIA PRODUCTION ANGERS DEVIS;CA;Paiement client
CSE GROUPE PILOTE BILLETERIE SPEED;CA;Paiement client
CSE SMFF DEPOT N;CA;Paiement client
CSE ITRON MACON CSE ITRON;CA;Paiement client
CSE STELLANTIS TREMERY GF SPEEDPARK;CA;Paiement client
CSE AXWAY FACT F;CA;Paiement client
CSE KSB GENNEVILLIERS FACTURE;CA;Paiement client
CSE VYGON CE VYGON;CA;Paiement client
CSE CEFF OS M;CA;Paiement client
CSE CAF AISNE FACTURE;CA;Paiement client
CSE ARCHE OISE F;CA;Paiement client
CSE ACOSS DEV;CA;Paiement client
CSE IKEA ROQUES/GARONNE DEVIS;CA;Paiement client
CSE BDR THERMEA FRANCE DEVIS;CA;Paiement client
CSE HYDRO GRENOBLE REF;CA;Paiement client
CSE INTERMARCHE LA MADELEINE CSE;CA;Paiement client
CSE V AND B D;CA;Paiement client
CSE EVOLIS N D;CA;Paiement client
CSE CASCI BAKERTILLY ANGERS;CA;Paiement client
CSE SCANIA PRODUCTION ANGERS DEVIS;CA;Paiement client
CSE LES EUMENIDES DEVIS;CA;Paiement client
CSE GROUPE PILOTE DEVIS;CA;Paiement client
CSE SEQENS ECLIPSO MONDE DISPARUS;CA;Paiement client
CSE SEQENS COMPLEMENT MONDE DISPARU;CA;Paiement client
CSE SEQENS ECLIPSO DEVIS;CA;Paiement client
CSE RENAULT TRUCKS LYON;CA;Paiement client
CSE EXCELVISION JUSTIFICATIF DEPOT DU;CA;Paiement client
CSE MAF / SPEED PARK;CA;Paiement client
EFFET DOMICILIE RELEVE;Fournisseurs;Achat courant
Otium Capital;CAPEX;Interco
Eurazeo Financing;CAPEX;Amortissement
VIR FUNDING SP TOPCO - SPH;CAPEX;Interco
FLUX GF SALAISE;CAPEX;Interco
FLUX ECLIPSO NANTES;CAPEX;Interco
Salaires OLC;Salaires;n.a
Salaires Henin;Salaires;n.a
Compte a terme;CAPEX;Interco
SP DEV - SP BDX;CAPEX;Interco
Salaires SPH;Salaires;n.a
Salaires SP Conflans;Salaires;n.a
Salaires GF;Salaires;n.a
Amortissement;CAPEX;Amortissement
Salaires SP VDE;Salaires;SP VDE
Salaires SP Jaux;Salaires;SP Jaux
Salaires SP Angers;Salaires;SP Angers
Salaires GF Metz;Salaires;GF Metz
Salaires ECL H;Salaires;Eclipso Holding
Salaires ECL Bordeaux;Salaires;ECL Bordeaux
Salaires SP Bordeaux;Salaires;SP Bordeaux
Salaires FBA Toulouse;Salaires;FBA Toulouse
Salaires FBA Bretigny;Salaires;FBA Bretigny
Salaires SP Chambly;Salaires;SP Chambly
Salaires FBA Montpellier;Salaires;FBA Montpellier
Salaires SP Servon;Salaires;SP Servon
Salaires ECL Paris;Salaires;ECL Paris
FLUX ECL Paris-ECL H;CAPEX;Interco
Salaires FBA VDE;Salaires;FBA VDE
Salaires FBA Grenoble;Salaires;FBA Grenoble
Salaires FBA Angers;Salaires;FBA Angers
Salaires FBA H;Salaires;FBA Holding
Salaires SP Torcy;Salaires;SP Torcy
Salaires ECL Lyon;Salaires;ECL Lyon
Depot de capital;Autres;Depot de capital
Salaires SP Tourcoing;Salaires;SP Tourcoing
Interco GF H;CAPEX;Interco
Flux GFH - SPH;CAPEX;Interco
Salaires Activate H;Salaires;Activate H
Salaires GF Quetigny;Salaires;GF Quetigny
Salaires GF Park;Salaires;GF Park
Salaires GF Troyes;Salaires;GF Troyes
Salaires GF Chalon;Salaires;GF Chalon
Salaires GF Beaune;Salaires;GF Beaune
Salaires GF Macon;Salaires;GF Macon
Salaires FBA Epagny;Salaires;FBA Epagny
Salaires FBA Velizy;Salaires;FBA Velizy
PRLV SEPA URSSAF D ILE DE;Salaires;n.a
PRLV SEPA URSSAF D'ILE DE FRANC;Salaires;n.a
PRLV SEPA URSSAF NORD PAS DE;Salaires;n.a
PRLV SEPA FREE PRO FACTURE;Fournisseurs;Achat courant
PRLV SEPA ALEX LEGAL ALEXLEGAL.FR;Fournisseurs;Achat courant
PRLV SEPA CANAL+ FRANCE PRLV;Fournisseurs;Achat courant
PRLV SEPA URSSAF BOURGOGNE UR;Salaires;n.a
PRLV SEPA SAS SKELLO - SIRET;Fournisseurs;Achat courant
VIR SGC DIJON METROPOLE FAC;CA;Paiement client
PRLV SEPA AUDIENS ENCAISSEMENTS DU;Salaires;Cotisations
PRLV SEPA B2V GESTION GU COTISA;Salaires;n.a
PRLV SEPA MALAKOFF HUMANIS RETRAITE;Salaires;n.a
PRLV SEPA SAS VARONIA SYSTEMS VARONIA;CAPEX;
PRLV SEPA ALLIANZ I A R;Salaires;Cotisations
VIR DDFIP DES YVELINES FACT;CA;Paiement client
PRLV SEPA GC RE NOVIN DRING;CAPEX;
PRLV SEPA AQUASTAR CONSULTING FACTURE;Fournisseurs;Achat courant
VIR DRFIP ILE DE FRANCE ET;CA;Paiement client
VIR ACTIF AGENCEMENT;CAPEX;
VIR SIE LENS REMB. DGFIP;Remboursement;DGFIP
VIR SIE BESANCON REMB. DGFIP;Remboursement;DGFIP
VIR SIE DIJON REMB. EXCEDENT;Remboursement;DGFIP
VIR SIE CHALON SUR SAONE;Remboursement;DGFIP
VIR SIE SAINT ETIENNE REMB.;Remboursement;DGFIP
VIR SIE MACON REMB. DGFIP;Remboursement;DGFIP
VIR S.A.S. LE STRIKER REMONTEE;Interco;
*CB COM SPEEDPARK; Frais bancaire; CB
PASSIONFROID PARIS NORD_PRELEVEMENT; Fournisseurs; Achat courant
SFR BUSINESS-SOCIETE FRANCAISE; Fournisseurs; Achat courant
ORANGE SA_PRELEVEMENT EUROPEEN; Fournisseurs; Achat courant
